SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.14432160800000002,80,0,0.200275767,2900.0,17,0,0,0,0.0
0,0.0,46,0,0.168207948,4000.0,6,0,0,0,0.0
0,0.053499822,71,0,0.563161609,2833.0,8,0,2,0,0.0
0,0.23962872100000002,38,0,0.329098288,5666.0,11,0,1,0,0.0
0,0.013162241000000002,61,0,0.138744502,2500.0,15,0,1,0,0.0
0,0.517291112,41,0,0.158148063,8725.0,5,0,0,0,4.0
0,0.008472499999999999,73,0,0.0042361659999999995,3776.0,6,0,0,0,0.0
0,0.076671092,60,0,0.095836855,9463.0,4,0,1,0,2.0
0,0.29471579,56,0,0.5920553820000001,12133.0,11,0,4,0,0.0
0,0.019547653999999998,38,0,0.419525583,5100.0,15,0,2,0,1.0
0,0.207948016,44,0,0.142482975,9544.0,10,0,0,0,2.0
0,0.352160605,60,0,2146.0,,6,0,1,0,0.0
0,0.004859662,67,0,0.174281677,4245.0,6,0,0,0,0.0
0,0.39559625600000003,52,0,0.588835659,4800.0,9,0,2,0,1.0
0,0.9999998999999999,52,0,0.0,2500.0,0,0,0,0,0.0
0,0.083343939,57,0,0.175456136,4000.0,9,0,0,0,0.0
0,0.9999998999999999,30,1,0.12367894900000001,3500.0,1,0,0,0,3.0
0,0.43077128200000003,45,0,0.202459508,3333.0,2,0,0,0,0.0
0,0.319422262,33,1,0.11040955599999999,5859.0,4,0,0,0,4.0
0,0.054163431,58,0,0.41646138200000005,6900.0,10,0,2,0,1.0
0,0.9999998999999999,37,1,0.17050610800000002,5729.0,3,0,0,0,1.0
0,0.557498429,36,0,0.28748864,3300.0,14,0,0,0,0.0
0,0.060876125,67,0,0.122324159,5885.0,10,0,0,0,2.0
0,0.00218447,51,0,0.04965839,6000.0,15,0,0,0,2.0
0,0.001030875,75,0,0.0,6753.0,2,0,0,0,1.0
0,0.308717769,44,0,2535.0,,6,1,1,0,0.0
0,0.953478519,54,1,0.212205528,5390.0,6,0,1,0,0.0
0,0.03079824,64,0,0.453559559,5716.0,9,0,2,0,1.0
0,0.13452763199999998,29,0,0.39198801899999997,2670.0,7,0,0,0,0.0
0,0.009565051,57,0,0.197267577,3000.0,3,0,1,0,0.0
0,0.9999998999999999,39,0,0.12664978,7500.0,3,0,0,0,0.0
0,0.006049258,84,0,0.28485757100000003,2000.0,8,0,0,0,0.0
0,0.98940212,45,0,0.659367032,6666.0,9,0,2,0,0.0
0,0.08111993,60,0,0.177669608,9860.0,4,0,1,0,0.0
0,0.030836863,63,0,0.201328101,6625.0,14,0,1,0,0.0
1,0.748352172,42,4,0.5787358420000001,8210.0,12,0,3,0,2.0
0,0.11634276800000001,73,0,0.33828996299999997,7800.0,3,0,1,0,0.0
0,0.045955490999999994,34,0,0.33329018899999996,7725.0,7,0,1,0,0.0
0,0.010359631,65,0,0.19054183,9430.0,13,0,2,0,0.0
0,0.085756687,75,0,1605.0,,11,0,2,0,
0,1.007098192,25,2,0.184407796,2000.0,6,0,0,1,0.0
0,0.469983748,52,1,0.43906415600000004,12266.0,8,0,2,0,4.0
0,0.43684962299999996,44,0,0.577870564,2394.0,7,0,0,0,0.0
0,0.9999998999999999,64,0,760.0,,1,2,0,0,0.0
1,2.297612046,42,1,0.806048488,4000.0,8,2,1,4,0.0
0,0.300849575,77,0,0.004329004,4157.0,3,0,0,0,1.0
1,0.0,63,0,0.091095674,12667.0,17,0,0,0,1.0
0,0.0,50,0,0.5419847329999999,2750.0,6,0,1,0,0.0
0,0.29978843,60,0,0.234375,3583.0,4,0,0,0,0.0
0,0.5970024979999999,65,0,551.0,,6,0,0,0,
0,0.075068308,45,0,0.36266247700000004,7000.0,8,0,1,0,3.0
0,0.321952787,51,0,0.030730047000000003,47900.0,4,3,0,0,4.0
0,0.6205680379999999,39,0,0.34046134,10100.0,11,0,1,0,4.0
0,0.609560994,46,4,0.282960954,14008.0,7,0,1,0,2.0
0,0.9999998999999999,46,2,0.392911296,5275.0,5,0,1,1,1.0
0,0.825728349,61,0,0.8310063990000001,3437.0,12,0,1,0,0.0
0,0.00128297,32,0,0.274788703,4850.0,14,0,0,1,0.0
0,0.004224894,85,0,0.0014281629999999999,3500.0,6,0,0,0,0.0
0,0.0,85,0,0.002105042,9500.0,6,0,0,0,0.0
0,0.0,38,0,0.099393374,15000.0,9,0,1,0,5.0
0,0.11075190800000001,48,1,0.449061215,9000.0,15,0,3,0,2.0
0,0.019046712,72,0,0.198933689,3000.0,6,0,1,0,0.0
0,0.539715143,40,0,0.157590108,3800.0,3,0,0,0,0.0
0,0.18823308,54,0,0.02181719,22000.0,5,0,0,0,3.0
0,0.034912291,69,0,0.007832028000000001,6000.0,2,0,0,0,0.0
0,0.0,53,0,0.400137426,4365.0,8,0,2,0,1.0
0,0.295608632,72,1,1.167916042,2000.0,21,0,1,0,0.0
0,0.013604632,59,0,0.323016856,10500.0,34,0,2,0,0.0
0,0.032549102,65,0,0.011267193,6833.0,9,0,0,0,0.0
0,0.0,92,0,0.0,,5,0,0,0,0.0
0,0.308349714,32,0,0.873324397,1491.0,9,0,1,0,1.0
0,0.043189192,52,1,323.0,,8,1,0,0,0.0
0,0.999945566,68,1,0.277824368,8346.0,4,0,1,0,0.0
0,0.032146777,51,0,0.202917304,8500.0,11,0,1,0,2.0
0,0.10279779900000001,66,0,0.236505398,5001.0,10,0,1,0,0.0
0,0.0,49,0,0.080699875,5600.0,2,0,0,0,3.0
0,0.623587468,59,0,0.311950088,6250.0,19,0,0,0,0.0
0,0.31008482600000004,39,0,0.237138143,6666.0,5,0,1,0,0.0
0,0.123126515,62,0,0.419510514,2900.0,13,0,2,0,1.0
0,0.50163345,66,0,3820.0,,7,0,2,0,
1,0.46645449,33,0,0.9355322340000001,2000.0,12,0,1,0,0.0
0,0.346556353,36,2,0.219496954,6400.0,9,0,0,1,3.0
0,0.093306714,32,0,0.054770702000000004,4600.0,7,0,0,0,0.0
0,0.09907597,62,0,0.234635117,9550.0,8,0,2,0,0.0
0,0.067363121,36,0,0.306312602,8585.0,10,0,2,0,3.0
0,0.293554293,63,0,0.282177432,6300.0,8,0,1,0,0.0
0,0.700866089,25,0,0.113286131,2400.0,4,0,0,0,0.0
0,0.152757549,52,1,0.134538474,6250.0,11,0,1,0,0.0
0,0.080083629,69,0,1248.0,0.0,8,0,1,0,1.0
0,0.7136519509999999,71,0,0.49051610100000004,6800.0,8,0,2,0,1.0
0,0.022795061000000002,68,0,0.021198157000000002,2169.0,10,0,0,0,0.0
0,0.335332933,30,0,0.237561317,4280.0,3,0,1,0,0.0
0,0.122033396,52,0,0.9010247440000001,4000.0,11,0,1,0,0.0
0,0.768787016,37,0,0.155761121,7350.0,5,0,0,0,1.0
0,0.125409371,39,0,0.45132260700000004,11000.0,10,0,2,0,0.0
0,0.769315843,55,0,0.431094818,6000.0,16,0,2,0,2.0
0,0.858283433,62,0,0.007652174,2874.0,3,0,0,0,0.0
0,0.925119129,51,2,0.34460452799999997,3400.0,10,0,0,0,0.0
0,0.021136163,59,0,0.22197040399999998,7500.0,9,0,1,0,0.0
0,0.000982024,82,1,0.096515025,9583.0,6,0,1,0,0.0
0,0.080973009,26,0,0.009831695,6000.0,2,0,0,0,0.0
0,0.14008511199999998,33,0,242.0,,7,0,0,0,
1,0.9999998999999999,25,0,0.038431975,1300.0,6,0,0,0,0.0
0,0.47491066299999996,50,0,0.501430615,2795.0,6,0,2,0,1.0
0,0.588117653,35,0,1.3482606959999999,2500.0,7,0,1,0,4.0
0,0.874612866,59,2,0.183854842,5400.0,12,0,0,0,0.0
0,0.090839163,46,0,0.36762828700000005,7833.0,8,0,1,0,2.0
0,0.160465157,46,0,0.315717762,10274.0,6,0,1,0,7.0
0,0.034424262000000004,64,0,0.64616847,13675.0,16,0,5,0,0.0
0,0.145981378,66,0,2506.0,,8,0,2,0,0.0
0,0.9999998999999999,21,0,0.0,500.0,1,0,0,0,0.0
0,0.067056067,34,0,0.379436761,6000.0,6,0,1,0,0.0
0,0.00062293,37,0,694.0,,5,0,1,0,0.0
0,0.013620239,57,1,0.004761451,10500.0,16,0,0,0,0.0
0,0.96200304,42,0,0.6036048820000001,7045.0,9,0,2,0,2.0
0,0.625187406,23,0,37.0,,1,0,0,0,0.0
0,0.026672242000000002,33,0,1741.0,,7,0,1,0,0.0
0,0.057047148,67,0,0.215203901,4511.0,4,0,0,0,0.0
0,0.929485426,57,0,0.16966652699999998,7166.0,5,0,0,0,0.0
0,0.467826824,37,0,0.268173725,12916.0,8,0,2,0,3.0
0,0.154719408,29,0,0.14462509099999998,4120.0,11,0,0,0,0.0
0,0.9319378709999999,36,0,0.810979061,5300.0,6,0,1,0,3.0
0,0.042218482,41,0,2132.0,,5,0,1,0,0.0
0,0.9999998999999999,60,1,59.0,,0,0,0,0,
1,0.010145264000000001,56,0,2.597280544,5000.0,28,0,15,0,0.0
0,0.020799406,38,0,0.121590188,4728.0,6,0,0,0,0.0
0,0.01958154,39,0,0.369012911,2400.0,11,0,1,0,3.0
0,0.17056735,67,6,0.241958853,3450.0,10,0,2,0,0.0
0,0.14986438400000002,47,0,0.508397761,3750.0,17,0,2,0,0.0
0,0.740766057,54,0,0.417388515,9350.0,12,0,2,0,0.0
0,0.036536422,64,0,2355.0,,15,0,2,0,0.0
0,0.045247737999999996,70,0,27.0,,3,0,0,0,0.0
0,0.038866734,40,0,0.49368043799999994,5300.0,5,0,2,0,2.0
0,0.06973100900000001,55,0,0.327367263,10000.0,7,0,1,0,0.0
0,0.178569678,42,0,0.265636718,6666.0,7,0,1,0,3.0
0,0.037569085,66,0,2202.0,,10,0,2,0,
0,0.051758495999999994,34,0,0.44092651200000005,6000.0,13,0,2,0,0.0
1,0.138045262,40,0,157.0,,12,0,0,0,0.0
0,0.365898179,61,0,0.35494084299999995,6000.0,8,0,1,0,0.0
1,0.9582291709999999,46,1,0.35149167600000003,12133.0,5,3,1,1,3.0
0,0.070040433,46,0,0.438324934,8333.0,7,0,1,0,2.0
0,0.12141466199999999,84,0,0.28135932,2000.0,10,0,1,0,0.0
1,0.8820786140000001,26,0,0.029313791000000002,1500.0,3,0,0,0,0.0
0,0.714204086,39,0,0.415562515,4150.0,8,0,2,0,1.0
0,0.0589245,77,0,0.13682638800000002,7366.0,13,0,1,0,0.0
0,0.0,51,0,0.0,,4,0,0,0,5.0
0,0.11889438699999999,60,0,0.48365598200000004,3150.0,9,0,2,0,0.0
0,0.583754781,45,0,0.36580285,12000.0,17,0,1,0,3.0
0,0.0010293610000000001,55,0,0.680300501,9583.0,8,0,4,0,0.0
0,0.068526053,38,0,0.173816269,9883.0,11,0,2,0,3.0
1,0.9999998999999999,39,3,0.9822876009999999,3330.0,7,4,1,0,2.0
0,0.209952412,59,0,1913.0,,13,0,2,0,0.0
0,0.5042716079999999,48,0,0.120262391,10975.0,5,0,1,0,0.0
0,0.352812289,55,2,0.103572655,5821.0,13,0,0,0,0.0
0,0.006114869,40,0,0.204943605,8333.0,14,0,2,0,0.0
0,0.9999998999999999,51,0,0.08576860800000001,14200.0,2,0,2,0,2.0
1,0.30801787,57,0,0.175508721,13759.0,9,0,2,0,1.0
0,0.064672915,62,0,1402.0,,5,0,1,1,0.0
0,0.48745647700000005,29,0,0.203949013,4000.0,6,0,0,0,1.0
0,0.47757114700000003,48,0,0.44507931700000003,13300.0,15,0,4,0,1.0
0,0.9496750540000001,60,0,0.521519596,8317.0,10,0,1,0,0.0
0,0.0,57,0,0.805530372,2205.0,7,0,3,0,0.0
0,0.023698815,73,0,0.028248587999999998,2300.0,4,0,1,0,0.0
0,0.09331919400000001,32,1,0.504973669,3417.0,7,0,1,0,0.0
0,0.0035184459999999997,55,0,1924.0,,10,0,1,0,0.0
0,0.070519656,47,0,0.263411943,7250.0,10,0,1,0,1.0
0,0.9999998999999999,45,0,0.06348941799999999,6000.0,2,1,0,1,0.0
0,0.003832365,62,0,1849.0,,14,0,1,0,
0,0.194043565,53,0,0.63090965,9750.0,5,0,2,0,0.0
0,0.022531736,53,0,0.443826799,3417.0,6,0,1,0,1.0
1,0.435181721,52,3,0.271307495,10500.0,17,0,1,0,2.0
0,0.45782134,40,1,0.558250927,6471.0,14,0,2,0,3.0
0,0.0,40,0,4593.0,,12,0,4,0,0.0
0,0.031714014,75,0,360.0,,8,0,1,0,0.0
0,0.422791243,65,1,0.21392869,3000.0,9,0,0,0,0.0
0,0.433342666,42,0,0.628478497,8300.0,6,0,3,1,4.0
0,0.10688427199999999,35,0,0.653306102,3916.0,7,0,2,0,2.0
0,0.350135239,57,0,0.32795315,7000.0,9,0,1,0,2.0
1,0.9999998999999999,31,0,240.0,,1,0,0,0,0.0
0,0.041819601,59,0,0.354570637,7219.0,12,0,1,0,3.0
0,0.108322838,59,0,0.252432797,10378.0,22,0,2,0,1.0
1,0.873189023,42,0,2644.0,,10,0,1,0,2.0
0,0.108798245,37,0,3617.0,,4,0,2,0,0.0
0,0.0011817639999999999,32,0,79.0,,3,0,0,0,0.0
0,0.0,41,0,0.255191509,4333.0,5,0,1,0,1.0
0,0.0,46,0,0.130537601,12685.0,8,0,0,0,3.0
0,0.005661364,79,0,0.24450409,7823.0,7,1,1,0,0.0
0,0.961575961,37,4,3111.0,,10,0,1,0,0.0
0,0.686656672,29,0,0.008862949,4625.0,2,0,0,0,0.0
0,0.058937607999999996,67,0,57.0,,3,0,0,0,0.0
0,0.261390857,48,1,0.386722655,5000.0,13,0,1,0,0.0
0,0.7696077029999999,41,1,0.2051987,4000.0,12,0,0,0,0.0
0,0.12368339199999999,52,0,1241.0,,5,0,2,0,0.0
1,0.12356266099999999,63,4,1.273573522,5800.0,17,0,3,0,1.0
0,0.29129520000000003,69,1,4183.0,,16,0,2,0,1.0
0,0.055606878,65,0,2965.0,,5,0,1,0,1.0
0,0.604885365,54,0,0.38563453,12000.0,11,0,3,0,0.0
0,0.011931648999999999,75,0,1763.0,,20,0,2,0,
0,0.07979641700000001,55,1,1.584817481,7916.0,15,0,8,0,1.0
1,1.099800399,40,1,0.00439912,5000.0,3,2,0,0,0.0
0,0.0,45,0,0.0,,1,0,0,0,0.0
0,0.012059698,60,0,0.993,999.0,11,0,0,0,1.0
0,0.527904017,67,0,486.0,,4,0,1,0,0.0
0,0.027143737999999997,38,0,0.17952818899999998,2500.0,6,0,0,0,2.0
0,0.23252859,29,0,0.050721955,2700.0,7,0,0,0,1.0
0,0.058664652000000005,44,0,0.295182139,4254.0,12,0,2,0,1.0
0,0.47993273,56,0,0.7076965820000001,3598.0,9,0,2,0,1.0
0,0.280330587,51,0,0.46429772399999997,8920.0,18,0,3,0,0.0
0,0.036507697,63,0,0.20325425,11000.0,7,0,1,0,0.0
0,0.16281414,70,0,0.201510775,4500.0,25,0,0,0,0.0
0,0.978705316,44,0,1.119917298,1450.0,6,0,0,0,0.0
0,0.005168167,60,0,0.08477287300000001,3125.0,6,0,0,0,0.0
0,0.0,66,0,0.0,,7,0,0,0,0.0
0,0.44771495,48,0,0.774647887,2200.0,7,0,1,0,2.0
0,0.535700773,53,0,0.257731959,3200.0,5,0,0,0,0.0
0,0.270235342,30,3,0.07652313,7500.0,9,0,0,0,2.0
0,0.146781436,53,0,2789.0,,11,0,1,0,0.0
0,0.8659705529999999,60,0,0.8408864540000001,4015.0,9,0,2,0,0.0
0,0.381259037,42,0,0.400992935,5236.0,12,0,1,0,1.0
0,0.7305192490000001,29,0,0.10349059199999999,7333.0,5,0,0,0,0.0
0,0.780609695,43,1,0.180190653,4300.0,3,0,0,1,1.0
0,0.9999998999999999,35,0,0.0,5894.0,0,0,0,0,3.0
0,0.13810546,74,0,0.158874638,2416.0,10,0,0,0,0.0
0,0.06789941299999999,57,0,0.033072237000000004,2297.0,3,0,0,0,1.0
0,0.017593200000000003,44,1,14441.0,,14,0,10,0,0.0
0,0.40071958,52,0,0.161792813,10463.0,8,0,0,0,3.0
1,0.833986997,45,3,0.904773807,4000.0,14,1,1,1,1.0
0,0.006686344,39,0,0.503748126,2000.0,4,0,1,0,1.0
0,0.075523008,80,0,0.014115986,8500.0,5,0,0,0,1.0
0,0.14693972,63,0,4649.0,,11,0,2,0,0.0
0,0.034822163999999996,82,0,33.0,,12,0,0,0,
0,0.991059875,40,0,0.072202166,3600.0,3,0,0,0,1.0
0,0.204437213,67,0,0.624737687,8100.0,16,0,2,0,1.0
0,0.651716948,29,0,459.0,,8,0,0,0,0.0
1,0.542861826,33,0,585.0,,5,0,0,0,0.0
0,0.0,37,0,0.449179424,7250.0,6,0,2,0,0.0
0,0.291904365,44,0,0.374871619,2920.0,9,0,0,0,2.0
0,0.054147293,54,0,0.750832517,5104.0,2,0,1,0,1.0
1,0.877415057,30,3,0.191382205,5360.0,5,0,0,0,2.0
0,0.208871819,49,1,1711.0,1.0,12,0,2,0,2.0
0,0.009701715,42,0,1700.0,,5,0,1,0,0.0
1,0.127916552,40,1,0.398087569,5960.0,9,0,2,0,3.0
1,0.187198439,39,3,0.12005866300000001,15000.0,13,0,0,0,1.0
0,0.009999375,60,0,0.05645447,33867.0,4,0,1,0,0.0
0,0.9999998999999999,41,0,0.35825545200000003,8987.0,3,0,2,0,2.0
0,0.33376666,41,1,0.313771464,14500.0,11,0,2,0,2.0
0,0.018348623999999997,63,0,3205.0,,8,0,1,0,0.0
0,0.479828275,46,1,0.10310719300000001,9300.0,9,0,0,0,0.0
0,0.398770819,71,0,0.190101237,5333.0,7,0,0,0,0.0
0,0.567020535,60,0,0.5465686270000001,9791.0,15,0,1,0,1.0
0,0.9999998999999999,27,0,0.069513857,2200.0,3,0,0,0,0.0
1,0.9744715890000001,44,0,1293.5,1.0,6,0,0,0,2.0
0,0.159230598,48,0,0.273396257,6250.0,8,0,1,0,1.0
0,0.156975038,59,0,0.8077288570000001,3156.0,16,0,1,0,3.0
0,0.004384531,50,0,0.12803463699999998,6466.0,5,0,1,0,3.0
0,0.29574227,55,0,0.209224367,8650.0,7,0,1,0,1.0
0,0.36583931299999994,32,0,0.427746856,4850.0,7,0,1,0,0.0
0,0.305783586,40,0,0.36045212600000004,15216.0,9,0,3,0,2.0
0,0.0038602859999999997,80,0,2.0,,1,0,0,0,
0,0.944044764,27,0,0.14089422,4584.0,7,0,0,0,1.0
0,0.297957018,45,0,0.668523677,4666.0,11,0,1,0,3.0
0,0.9999998999999999,48,0,3474.0,,6,0,2,0,0.0
0,0.008280491,39,0,0.43772242,5900.0,14,0,2,0,0.0
0,0.001187947,65,0,0.000347729,14378.0,19,0,0,0,0.0
0,0.020933977,50,0,0.05809802,3080.0,9,0,1,0,0.0
0,0.295809317,48,1,2243.0,,8,0,1,0,2.0
0,0.048747175,66,0,0.514491836,7900.0,11,0,3,0,0.0
0,0.458424173,59,0,0.587441256,10000.0,13,0,2,0,1.0
0,0.324132786,53,0,0.165118566,9150.0,8,0,0,0,1.0
1,1.383233533,33,1,0.194368756,1100.0,6,0,0,2,2.0
0,0.113034114,50,0,1575.0,,7,0,2,0,0.0
0,0.022489755,45,0,2786.0,,10,0,2,0,0.0
0,0.08680124800000001,67,0,0.166277907,3000.0,7,0,0,0,1.0
0,0.57079093,25,1,0.09781703,6000.0,6,0,0,0,1.0
0,0.202234303,57,0,0.24706314199999999,5447.0,14,0,2,0,2.0
0,0.017737686000000003,80,0,0.190545572,6176.0,6,0,0,0,0.0
1,0.983047164,62,1,0.6173932289999999,4518.0,6,0,3,1,0.0
0,0.467748403,47,0,0.5880830539999999,17000.0,17,0,12,0,0.0
0,0.7065051170000001,71,1,0.21692491100000003,3355.0,8,0,0,0,0.0
0,0.0,53,0,0.443717277,2291.0,7,0,1,0,3.0
0,0.0,91,0,0.0,,5,0,0,0,0.0
0,0.108708216,54,1,0.504165675,4200.0,16,0,2,0,0.0
0,0.058687792999999995,35,0,0.335733141,8333.0,6,0,2,0,2.0
0,0.007998223,25,0,0.049180327999999995,2500.0,6,0,0,0,0.0
0,0.23738099,74,0,0.712331997,4240.0,10,0,2,0,0.0
0,0.44455199799999995,49,3,0.57881137,8900.0,20,0,2,0,2.0
0,0.18343113100000003,54,0,0.235874848,6583.0,9,0,1,0,0.0
0,0.0,26,1,0.0,7200.0,2,0,0,0,0.0
0,0.0,73,0,1161.0,0.0,11,0,1,0,0.0
0,0.018289352,71,0,0.10325131800000001,4551.0,5,0,0,0,0.0
0,0.066093649,56,0,0.20382369399999997,12500.0,6,0,3,0,1.0
0,0.029004087,71,0,0.155276295,11617.0,20,0,2,0,1.0
0,0.828343313,30,0,0.066366704,8000.0,4,0,0,0,0.0
0,0.814837033,63,2,0.593034505,3100.0,4,0,1,2,2.0
0,0.008796914,75,0,0.203439541,7500.0,12,0,1,0,1.0
0,0.48106716,28,1,0.300615385,3249.0,7,0,1,0,0.0
0,0.168677611,76,0,0.137035949,10208.0,7,0,2,0,0.0
0,0.03796293,69,0,0.099864525,5166.0,2,0,0,0,0.0
0,0.074799077,77,0,995.0,,6,0,1,0,0.0
0,0.022349597000000002,56,0,0.168971838,6000.0,15,0,1,0,0.0
0,0.09633048300000001,66,0,0.18462188399999999,7100.0,13,0,1,0,0.0
0,0.288487786,55,0,0.672037056,9930.0,12,0,3,0,0.0
0,0.17928419,51,1,0.401535043,9901.0,17,0,2,0,2.0
1,0.9999998999999999,41,1,0.212072435,2484.0,1,0,0,0,3.0
0,0.243783748,55,0,0.054625829,9500.0,4,0,0,0,3.0
0,0.03901711,22,0,0.208306295,1540.0,7,0,0,0,0.0
0,0.316582423,62,0,0.886136004,5690.0,25,0,2,0,1.0
0,0.0,23,0,0.0,2557.0,2,0,0,0,0.0
0,0.002295402,67,0,1230.0,0.0,12,0,1,0,0.0
1,0.30219937199999997,29,0,0.228257248,3000.0,5,0,0,1,0.0
1,0.9999998999999999,29,0,164.0,,3,2,0,0,0.0
1,0.884743504,46,2,0.551809998,5220.0,5,1,1,1,2.0
0,0.9999998999999999,43,0,2984.0,,8,0,2,0,0.0
0,0.9999998999999999,39,0,613.0,,2,0,0,0,0.0
0,0.0,21,0,0.0,1000.0,2,0,0,0,0.0
0,0.459116375,48,1,0.048999234,9142.0,7,0,0,0,0.0
0,0.029733547000000003,49,1,0.30397568199999997,12500.0,8,0,1,0,2.0
0,0.002026721,62,0,0.222793488,2333.0,10,0,1,0,1.0
0,1.022395521,55,1,0.490724536,2856.0,7,0,1,0,0.0
0,0.9999998999999999,37,0,0.24710578800000002,2504.0,3,0,0,0,3.0
0,0.030712822999999997,54,0,18.0,,6,0,0,0,0.0
0,0.039390619,47,1,0.0059550259999999995,11250.0,5,0,0,0,0.0
0,0.0,30,0,0.670666051,6500.0,13,0,2,0,0.0
0,0.085620796,26,0,14.0,,1,0,0,0,
1,0.9999998999999999,47,0,556.0,,4,0,0,1,1.0
0,0.11537545800000001,50,0,794.0,,6,0,2,0,3.0
0,0.017992044,70,0,13.0,,4,0,0,0,0.0
0,0.001756727,72,0,0.004665112,3000.0,7,0,0,0,0.0
0,0.902786641,33,2,0.39955604899999997,900.0,7,1,0,1,0.0
0,0.177792888,49,0,0.220947525,9413.0,4,0,2,0,1.0
0,0.0,59,0,0.000424989,7058.0,9,0,0,0,0.0
1,0.603540339,35,0,0.39679715299999996,8429.0,13,0,2,0,1.0
0,0.62472958,59,0,0.586351228,5494.0,17,0,2,0,0.0
0,0.513301005,67,0,1.15632012,2673.0,18,0,2,0,1.0
0,0.44695478299999997,51,0,0.22284176100000003,5200.0,7,0,0,0,0.0
0,0.850822984,56,0,0.372650475,9469.0,8,0,1,0,2.0
0,0.00732813,52,0,0.001470045,3008750.0,10,0,1,0,3.0
0,0.97960204,35,1,0.36503751799999995,4930.0,7,0,1,1,1.0
0,0.01793572,74,0,0.0126498,1501.0,5,0,0,0,0.0
0,0.140387474,54,0,0.358043758,7769.0,13,0,1,0,1.0
0,0.810038768,29,0,0.24850555100000002,2341.0,4,0,0,0,0.0
1,0.464535465,26,0,0.117952819,2500.0,2,1,0,1,0.0
0,0.016815545,48,3,0.228858664,6763.0,13,0,1,1,2.0
0,0.017117478000000002,48,0,0.086594505,1200.0,10,0,0,0,0.0
1,0.10431770300000001,58,0,0.700040048,2496.0,8,0,1,0,0.0
1,0.0,24,0,571.0,,7,0,0,0,0.0
0,0.11988706699999999,39,0,0.353564644,10000.0,16,0,3,0,4.0
0,0.48713446,48,0,0.660788947,5500.0,6,0,1,0,0.0
0,0.873126873,22,0,0.025974026,1000.0,2,0,0,0,0.0
0,0.0,66,0,3150.0,,9,0,2,0,0.0
0,0.6001999,70,2,0.424484774,3250.0,9,0,2,0,0.0
0,0.9999998999999999,44,0,474.0,,1,1,0,0,0.0
0,0.589682064,34,1,0.237577183,3400.0,9,0,0,0,0.0
0,0.19999525,58,1,0.6256115720000001,4700.0,11,0,1,0,0.0
1,0.277165305,56,1,0.38107308799999995,4733.0,10,0,1,0,0.0
0,0.574907776,66,1,0.13669452699999998,3708.0,10,0,0,0,0.0
0,0.830730113,44,0,0.5373378839999999,7324.0,8,0,1,0,2.0
0,0.0073617959999999994,60,0,0.003025918,7600.0,10,0,0,0,0.0
0,0.059810630999999996,71,0,0.013899048999999998,4100.0,5,0,0,0,0.0
0,0.13675453,30,1,0.38242694,5166.0,11,0,2,0,5.0
0,0.296908344,32,0,0.225554435,3967.0,10,0,0,0,0.0
0,0.6475841139999999,64,2,0.822658275,2700.0,9,0,2,0,0.0
1,0.962557636,52,1,0.601036269,7719.0,10,0,2,0,1.0
0,0.033161045,37,0,0.08618276300000001,5000.0,5,0,0,0,1.0
0,0.06781117,71,0,0.332303218,5500.0,19,0,2,0,1.0
0,0.157890038,71,0,0.17598864600000003,15500.0,14,0,1,0,0.0
1,0.646706587,46,0,0.002014099,6950.0,2,0,0,1,2.0
1,1.014992504,33,1,227.0,,3,0,0,0,
0,0.046073848,36,0,2928.0,,5,0,1,0,0.0
0,0.9999998999999999,26,0,0.08511853800000001,3500.0,2,0,0,0,0.0
0,0.016520489,41,0,0.303932495,6280.0,6,0,1,0,0.0
0,0.130412883,61,1,0.487503289,3800.0,11,1,1,0,1.0
0,0.9999998999999999,26,0,0.211375865,1300.0,8,0,0,0,1.0
0,0.012082211,61,0,0.229893053,11500.0,12,0,1,0,1.0
0,0.010198,35,0,0.182007497,2400.0,5,0,1,0,0.0
1,0.0041969270000000005,59,2,0.63249077,3520.0,9,1,1,2,0.0
0,0.011699415,40,0,0.394187887,6950.0,4,0,2,0,0.0
0,0.088112099,58,0,0.36130517,12166.0,7,0,2,0,0.0
0,0.00049975,27,0,150.0,,2,0,0,0,0.0
0,0.160667119,64,0,0.023156676,19000.0,13,0,0,0,1.0
0,0.67256108,29,0,0.36840789799999996,4000.0,11,0,1,0,1.0
0,0.0,41,0,0.5387435429999999,6000.0,7,0,3,0,2.0
0,0.23166802600000003,52,0,3026.0,,17,0,1,0,2.0
0,0.257481525,33,0,0.598100475,4000.0,13,0,1,0,0.0
0,0.025570698,31,0,0.56143445,1700.0,11,0,1,0,1.0
0,0.611902381,44,0,0.522134351,11000.0,8,0,1,0,1.0
0,0.449005923,34,0,0.28876055100000003,2250.0,7,0,0,0,2.0
0,0.151330181,58,0,0.31450858,3204.0,6,0,1,0,0.0
0,0.001775646,38,0,0.387280636,6666.0,4,0,2,0,0.0
0,0.31925498199999996,58,0,0.283449453,14065.0,31,0,3,0,0.0
0,0.240717286,26,0,0.163480188,3608.0,5,0,0,0,0.0
0,0.0033527609999999997,43,0,0.574197518,9750.0,18,0,4,0,3.0
